Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-15 10:03:00,106.65,2025-07-15 10:18:00,100.25,-6.4,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),100.25,100.25,111.9,False
2025-07-15 11:36:00,183.55,2025-07-15 11:37:00,172.54,-11.01,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),172.54,172.54,186.5,False
2025-07-15 11:41:00,180.05,2025-07-15 11:49:00,173.25,-6.8,-3.78%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),169.25,169.25,180.8,False
2025-07-15 12:26:00,157.6,2025-07-15 12:30:00,167.6,10.0,6.35%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),148.14,148.14,168.75,False
2025-07-15 13:02:00,165.3,2025-07-15 13:16:00,155.38,-9.92,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),155.38,155.38,173.5,True
2025-07-15 13:46:00,144.75,2025-07-15 14:04:00,136.06,-8.69,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),136.06,136.06,149.4,False
2025-07-15 14:12:00,140.0,2025-07-15 14:36:00,140.0,0.0,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),131.6,140.0,147.2,False
2025-07-15 15:05:00,138.6,2025-07-15 15:29:00,167.8,29.2,21.07%,End of Data,Call Option (Enhanced Hybrid Premium),130.28,160.39,170.85,True
2025-07-15 09:41:00,125.55,2025-07-15 09:51:00,124.72,-0.83,-0.66%,Trailing SL,Put Option (Enhanced Hybrid Premium),118.02,124.72,145.40,True
2025-07-15 10:19:00,123.05,2025-07-15 10:26:00,123.05,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),115.67,123.05,129.85,False
2025-07-15 11:20:00,68.80,2025-07-15 11:21:00,64.67,-4.13,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),64.67,64.67,69.25,False
2025-07-15 12:57:00,63.10,2025-07-15 13:22:00,64.66,1.56,2.47%,Trailing SL,Put Option (Enhanced Hybrid Premium),59.31,64.66,69.50,True
2025-07-15 14:03:00,73.65,2025-07-15 14:11:00,73.23,-0.42,-0.56%,Trailing SL,Put Option (Enhanced Hybrid Premium),69.23,73.23,85.05,True
2025-07-15 14:25:00,76.10,2025-07-15 14:27:00,71.53,-4.57,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),71.53,71.53,76.10,False
2025-07-15 14:37:00,71.80,2025-07-15 14:41:00,71.80,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),67.49,71.80,80.40,False
